curie	label	clinical_drug_form	rxcui
DRON:00059994	levothyroxine sodium 0.4 MG Oral Tablet	DRON:00022261	892259
DRON:00059995	levothyroxine sodium 0.5 MG Oral Tablet	DRON:00022261	892263
DRON:00059996	levothyroxine sodium 0.6 MG Oral Tablet	DRON:00022261	892267
DRON:00059997	levothyroxine sodium 0.7 MG Oral Tablet	DRON:00022261	892271
DRON:00059998	levothyroxine sodium 0.8 MG Oral Tablet	DRON:00022261	892275
DRON:00059999	levothyroxine sodium 1 MG Oral Tablet	DRON:00022261	892279
DRON:00060000	bluefish allergenic extract 100 MG/ML Injectable Solution	DRON:00032972	892283
DRON:00060001	praziquantel 56.8 MG/ML Injectable Solution	DRON:00032973	892289
DRON:00060002	24 HR morphine sulfate 120 MG Extended Release Oral Capsule	DRON:00024050	892297
DRON:00060003	morphine sulfate 120 MG Extended Release Oral Capsule	DRON:00024050	892300
DRON:00060004	praziquantel 18.2 MG / pyrantel 72.6 MG Oral Tablet	DRON:00032974	892305
DRON:00060005	febantel 113 MG / praziquantel 22.7 MG / pyrantel 22.7 MG Oral Tablet	DRON:00032969	892314
DRON:00060006	wine grape allergenic extract 50 MG/ML Injectable Solution	DRON:00032975	892320
DRON:00060007	febantel 340 MG / praziquantel 68 MG / pyrantel 68 MG Oral Tablet	DRON:00032969	892325
DRON:00060008	wine grape allergenic extract 100 MG/ML Injectable Solution	DRON:00032975	892329
DRON:00060009	febantel 113 MG / praziquantel 22.7 MG / pyrantel 22.7 MG Chewable Tablet	DRON:00032970	892330
DRON:00060010	pecan allergenic extract 100 MG/ML Injectable Solution	DRON:00032976	892335
DRON:00060011	febantel 340 MG / praziquantel 68 MG / pyrantel 68 MG Chewable Tablet	DRON:00032970	892336
DRON:00060012	Khuskia oryzae allergenic extract 50 MG/ML Injectable Solution	DRON:00032977	892341
DRON:00060013	24 HR morphine sulfate 30 MG Extended Release Oral Capsule	DRON:00024050	892342
DRON:00060014	morphine sulfate 30 MG Extended Release Oral Capsule	DRON:00024050	892345
DRON:00060015	Khuskia oryzae allergenic extract 100 MG/ML Injectable Solution	DRON:00032977	892348
DRON:00060016	24 HR morphine sulfate 60 MG Extended Release Oral Capsule	DRON:00024050	892349
DRON:00060017	morphine sulfate 60 MG Extended Release Oral Capsule	DRON:00024050	892352
DRON:00060018	24 HR morphine sulfate 90 MG Extended Release Oral Capsule	DRON:00024050	892355
DRON:00060019	morphine sulfate 90 MG Extended Release Oral Capsule	DRON:00024050	892358
DRON:00060020	angoumois grain moth allergenic extract 50 MG/ML Injectable Solution	DRON:00032978	892363
DRON:00060021	Morphine Sulfate 0.5 MG/ML Injectable Solution	DRON:00022581	892365
DRON:00060022	carrot allergenic extract 100 MG/ML Injectable Solution	DRON:00032979	892371
DRON:00060023	celery allergenic extract 100 MG/ML Injectable Solution	DRON:00032980	892375
DRON:00060024	Khuskia oryzae allergenic extract 10000 UNT/ML Injectable Solution	DRON:00032977	892475
DRON:00060025	Morphine Sulfate 1 MG/ML Injectable Solution	DRON:00022581	892477
DRON:00060026	Khuskia oryzae allergenic extract 20000 UNT/ML Injectable Solution	DRON:00032977	892481
DRON:00060027	strawberry allergenic extract 50 MG/ML Injectable Solution	DRON:00032981	892487
DRON:00060028	morphine sulfate 10 MG Extended Release Oral Capsule	DRON:00024050	892494
DRON:00060029	tomato allergenic extract 100 MG/ML Injectable Solution	DRON:00032982	892502
DRON:00060030	tuna allergenic extract 100 MG/ML Injectable Solution	DRON:00032983	892506
DRON:00060031	almond allergenic extract 100 MG/ML Injectable Solution	DRON:00032984	892510
DRON:00060032	morphine sulfate 10 MG Rectal Suppository	DRON:00022582	892516
DRON:00060033	cantaloupe allergenic extract 100 MG/ML Injectable Solution	DRON:00032985	892520
DRON:00060034	cashew nut allergenic extract 100 MG/ML Injectable Solution	DRON:00032986	892529
DRON:00060035	morphine sulfate 10 MG/ML Injectable Solution	DRON:00022581	892531
DRON:00060036	clam allergenic extract 100 MG/ML Injectable Solution	DRON:00032987	892542
DRON:00060037	codfish allergenic extract 100 MG/ML Injectable Solution	DRON:00032988	892546
DRON:00060038	corn allergenic extract 100 MG/ML Injectable Solution	DRON:00032989	892550
DRON:00060039	morphine sulfate 100 MG Extended Release Oral Capsule	DRON:00024050	892554
DRON:00060040	hazelnut allergenic extract 100 MG/ML Injectable Solution	DRON:00032946	892558
DRON:00060041	lobster allergenic extract 100 MG/ML Injectable Solution	DRON:00032990	892564
DRON:00060042	orange allergenic extract 100 MG/ML Injectable Solution	DRON:00032991	892568
DRON:00060043	pea allergenic extract 100 MG/ML Injectable Solution	DRON:00032992	892572
DRON:00060044	peach allergenic extract 100 MG/ML Injectable Solution	DRON:00032993	892578
DRON:00060045	morphine sulfate 15 MG Oral Capsule	DRON:00022585	892579
DRON:00060046	morphine sulfate 15 MG Oral Tablet	DRON:00022583	892582
DRON:00060047	salmon allergenic extract 100 MG/ML Injectable Solution	DRON:00032994	892587
DRON:00060048	morphine sulfate 2 MG/ML Oral Solution	DRON:00020342	892589
DRON:00060049	shrimp allergenic extract 100 MG/ML Injectable Solution	DRON:00032995	892595
DRON:00060050	morphine sulfate 20 MG Extended Release Oral Capsule	DRON:00024050	892596
DRON:00060051	beef allergenic extract 100 MG/ML Injectable Solution	DRON:00032996	892602
DRON:00060052	morphine sulfate 20 MG Rectal Suppository	DRON:00022582	892603
DRON:00060053	casein (cow milk) allergenic extract 100 MG/ML Injectable Solution	DRON:00032997	892607
DRON:00060054	crab allergenic extract 100 MG/ML Injectable Solution	DRON:00032998	892613
DRON:00060055	egg white (chicken) allergenic extract 50 MG/ML Injectable Solution	DRON:00032999	892619
DRON:00060056	egg yolk (chicken) allergenic extract 50 MG/ML Injectable Solution	DRON:00033000	892623
DRON:00060057	morphine sulfate 20 MG/ML Oral Solution	DRON:00020342	892625
DRON:00060058	pork allergenic extract 100 MG/ML Injectable Solution	DRON:00033001	892631
DRON:00060059	potato allergenic extract 100 MG/ML Injectable Solution	DRON:00033002	892635
DRON:00060060	rye allergenic extract 100 MG/ML Injectable Solution	DRON:00033003	892641
DRON:00060061	morphine sulfate 200 MG Extended Release Oral Capsule	DRON:00024050	892643
DRON:00060062	morphine sulfate 200 MG Extended Release Oral Tablet	DRON:00022584	892646
DRON:00060063	Morphine Sulfate 25 MG/ML Injectable Solution	DRON:00022581	892650
DRON:00060064	chicken allergenic extract 100 MG/ML Injectable Solution	DRON:00033004	892656
DRON:00060065	rice (whole grain) allergenic extract 100 MG/ML Injectable Solution	DRON:00033005	892664
DRON:00060066	cow milk allergenic extract 50 MG/ML Injectable Solution	DRON:00033006	892668
DRON:00060067	morphine sulfate 30 MG Oral Capsule	DRON:00022585	892669
DRON:00060068	morphine sulfate 30 MG Oral Tablet	DRON:00022583	892672
DRON:00060069	saccharomyces cerevisiae allergenic extract 100 MG/ML Injectable Solution	DRON:00033007	892677
DRON:00060070	morphine sulfate 30 MG Rectal Suppository	DRON:00022582	892678
DRON:00060071	Brewer's yeast allergenic extract 100 MG/ML Injectable Solution	DRON:00033008	892682
DRON:00060072	California mugwort pollen extract 50 MG/ML Injectable Solution	DRON:00033009	892737
DRON:00060073	California mugwort pollen extract 100 MG/ML Injectable Solution	DRON:00033009	892739
DRON:00060074	clomipramine hydrochloride 20 MG Oral Tablet	DRON:00021388	892742
DRON:00060075	amitraz 0.28 MG/ML Topical Solution	DRON:00033010	892775
DRON:00060076	firocoxib 57 MG Chewable Tablet	DRON:00032903	892786
DRON:00060077	clonidine hydrochloride 0.3 MG Oral Capsule	DRON:00024773	892789
DRON:00060078	clonidine hydrochloride 0.025 MG Oral Tablet	DRON:00021396	892791
DRON:00060079	clonidine hydrochloride 0.15 MG/ML Injectable Solution	DRON:00021395	892793
DRON:00060080	clonidine hydrochloride 0.25 MG Extended Release Oral Capsule	DRON:00021394	892795
DRON:00060081	ormetoprim 20 MG / sulfadimethoxine 100 MG Oral Tablet	DRON:00033011	892802
DRON:00060082	ormetoprim 100 MG / sulfadimethoxine 500 MG Oral Tablet	DRON:00033011	892808
DRON:00060083	ormetoprim 200 MG / sulfadimethoxine 1000 MG Oral Tablet	DRON:00033011	892818
DRON:00060084	ormetoprim 40 MG / sulfadimethoxine 200 MG Oral Tablet	DRON:00033011	892825
DRON:00060085	duck feather extract 50 MG/ML Injectable Solution	DRON:00033012	892854
DRON:00060086	duck feather extract 100 MG/ML Injectable Solution	DRON:00033012	894749
DRON:00060087	para grass pollen extract 50 MG/ML Injectable Solution	DRON:00033013	894753
DRON:00060088	clomipramine hydrochloride 40 MG Oral Tablet	DRON:00021388	894755
DRON:00060089	clomipramine hydrochloride 5 MG Oral Tablet	DRON:00021388	894759
DRON:00060090	clomipramine hydrochloride 80 MG Oral Tablet	DRON:00021388	894763
DRON:00060091	enrofloxacin 5 MG/ML / silver sulfadiazine 10 MG/ML Otic Solution	DRON:00033014	894768
DRON:00060092	duck feather extract 10000 UNT/ML Injectable Solution	DRON:00033012	894776
DRON:00060093	duck feather extract 20000 UNT/ML Injectable Solution	DRON:00033012	894778
DRON:00060094	morphine sulfate 4 MG/ML Oral Solution	DRON:00020342	894780
DRON:00060095	goose feather extract 50 MG/ML Injectable Solution	DRON:00033015	894786
DRON:00060096	para grass pollen extract 10000 UNT/ML Injectable Solution	DRON:00033013	894792
DRON:00060097	para grass pollen extract 20000 UNT/ML Injectable Solution	DRON:00033013	894794
DRON:00060098	grain mill dust allergenic extract 20 MG/ML Injectable Solution	DRON:00033016	894798
DRON:00060099	morphine sulfate 50 MG Extended Release Oral Capsule	DRON:00024050	894801
DRON:00060100	morphine sulfate 5 MG Rectal Suppository	DRON:00022582	894807
DRON:00060101	morphine sulfate 80 MG Extended Release Oral Capsule	DRON:00024050	894814
DRON:00060102	California mugwort pollen extract 10000 UNT/ML Injectable Solution	DRON:00033009	894818
DRON:00060103	telbivudine 20 MG/ML Oral Solution	DRON:00033017	894853
DRON:00060104	acitretin 17.5 MG Oral Capsule	DRON:00020493	894859
DRON:00060105	acitretin 22.5 MG Oral Capsule	DRON:00020493	894863
DRON:00060106	attapulgite 1220 MG Oral Tablet	DRON:00020572	894867
DRON:00060107	sodium fluoride 0.0024 MG/MG / triclosan 0.003 MG/MG Toothpaste	DRON:00025191	894876
DRON:00060108	sulfadiazine 0.333 MG/MG / trimethoprim 0.067 MG/MG Oral Powder	DRON:00033018	894883
DRON:00060109	attapulgite 37000 MG Oral Tablet	DRON:00020572	894889
DRON:00060110	Vincristine Sulfate 1 MG/ML Injectable Solution	DRON:00025715	894893
DRON:00060111	1 ML vincristine sulfate 1 MG/ML Prefilled Syringe	DRON:00032149	894899
DRON:00060112	2 ML vincristine sulfate 1 MG/ML Prefilled Syringe	DRON:00032149	894900
DRON:00060113	vincristine sulfate 0.1 MG/ML Injectable Solution	DRON:00025715	894902
DRON:00060114	vincristine sulfate 0.2 MG/ML Injectable Solution	DRON:00025715	894904
DRON:00060115	0.7 ML morphine sulfate 14.3 MG/ML Auto-Injector	DRON:00031787	894911
DRON:00060116	1 ML morphine sulfate 10 MG/ML Prefilled Syringe	DRON:00031787	894912
DRON:00060117	1 ML morphine sulfate 8 MG/ML Prefilled Syringe	DRON:00031787	894914
DRON:00060118	10 ML Morphine Sulfate 1 MG/ML Prefilled Syringe	DRON:00031787	894915
DRON:00060119	goose feather extract 100 MG/ML Injectable Solution	DRON:00033015	894917
DRON:00060120	12 HR morphine sulfate 200 MG Extended Release Oral Tablet	DRON:00022584	894918
DRON:00060121	goose feather extract 10000 UNT/ML Injectable Solution	DRON:00033015	894923
DRON:00060122	24 HR morphine sulfate 10 MG Extended Release Oral Capsule	DRON:00024050	894926
DRON:00060123	goose feather extract 20000 UNT/ML Injectable Solution	DRON:00033015	894928
DRON:00060124	24 HR morphine sulfate 100 MG Extended Release Oral Capsule	DRON:00024050	894930
DRON:00060125	24 HR morphine sulfate 150 MG Extended Release Oral Capsule	DRON:00024050	894932
DRON:00060126	morphine sulfate 150 MG Extended Release Oral Capsule	DRON:00024050	894933
DRON:00060127	chicken feather extract 20 MG/ML Injectable Solution	DRON:00033019	894937
DRON:00060128	24 HR morphine sulfate 20 MG Extended Release Oral Capsule	DRON:00024050	894938
DRON:00060129	chicken feather extract 50 MG/ML Injectable Solution	DRON:00033019	894940
DRON:00060130	24 HR morphine sulfate 200 MG Extended Release Oral Capsule	DRON:00024050	894941
DRON:00060131	24 HR morphine sulfate 45 MG Extended Release Oral Capsule	DRON:00024050	894942
DRON:00060132	chicken feather extract 100 MG/ML Injectable Solution	DRON:00033019	894948
DRON:00060133	chicken feather extract 10000 UNT/ML Injectable Solution	DRON:00033019	894956
DRON:00060134	chicken feather extract 20000 UNT/ML Injectable Solution	DRON:00033019	894958
DRON:00060135	canary feather extract 20 MG/ML Injectable Solution	DRON:00033020	894964
DRON:00060136	24 HR morphine sulfate 50 MG Extended Release Oral Capsule	DRON:00024050	894969
DRON:00060137	24 HR morphine sulfate 75 MG Extended Release Oral Capsule	DRON:00024050	894970
DRON:00060138	24 HR morphine sulfate 80 MG Extended Release Oral Capsule	DRON:00024050	894971
DRON:00060139	morphine sulfate 0.1 MG/ML Injectable Solution	DRON:00022581	894976
DRON:00060140	California mugwort pollen extract 20000 UNT/ML Injectable Solution	DRON:00033009	894978
DRON:00060141	California mugwort pollen extract 40000 UNT/ML Injectable Solution	DRON:00033009	894980
DRON:00060142	morphine sulfate 0.2 MG/ML Injectable Solution	DRON:00022581	894984
DRON:00060143	morphine sulfate 0.4 MG/ML Oral Solution	DRON:00020342	894986
DRON:00060144	dog skin extract 5 MG/ML Injectable Solution	DRON:00033021	894990
DRON:00060145	dog skin extract 1 MG/ML Injectable Solution	DRON:00033021	894993
DRON:00060146	dog skin extract 0.5 MG/ML Injectable Solution	DRON:00033021	894996
DRON:00060147	morphine sulfate 10 MG Disintegrating Oral Tablet	DRON:00024679	894997
DRON:00060148	dog skin extract 10 MG/ML Injectable Solution	DRON:00033021	895002
DRON:00060149	morphine sulfate 10 MG Extended Release Oral Tablet	DRON:00022584	895003
DRON:00060150	dog skin extract 50 MG/ML Injectable Solution	DRON:00033021	895008
DRON:00060151	morphine sulfate 10 MG Oral Tablet	DRON:00022583	895014
DRON:00060152	morphine sulfate 10 MG/ML Oral Solution	DRON:00020342	895016
DRON:00060153	morphine sulfate 100 MG Rectal Suppository	DRON:00022582	895022
DRON:00060154	morphine sulfate 15 MG Disintegrating Oral Tablet	DRON:00024679	895027
DRON:00060155	dog skin extract 10 UNT/ML Injectable Solution	DRON:00033021	895030
DRON:00060156	dog skin extract 100 UNT/ML Injectable Solution	DRON:00033021	895034
DRON:00060157	dog skin extract 1000 UNT/ML Injectable Solution	DRON:00033021	895036
DRON:00060158	dog skin extract 10000 UNT/ML Injectable Solution	DRON:00033021	895038
DRON:00060159	acetic acid 0.1 MG/ML / antipyrine 54 MG/ML / benzocaine 14 MG/ML Otic Solution	DRON:00033023	895040
DRON:00060160	fructose 278 MG/ML / glucose 290 MG/ML / sodium citrate 61.4 MG/ML Oral Solution	DRON:00033024	895045
DRON:00060161	dog skin extract 20000 UNT/ML Injectable Solution	DRON:00033021	895050
DRON:00060162	benzoyl peroxide 42.5 MG/ML Medicated Liquid Soap	DRON:00024818	895055
DRON:00060163	guinea pig skin extract 100 MG/ML Injectable Solution	DRON:00032662	895061
DRON:00060164	hamster skin extract 100 MG/ML Injectable Solution	DRON:00033025	895065
DRON:00060165	hamster skin extract 10000 UNT/ML Injectable Solution	DRON:00033025	895067
DRON:00060166	hamster skin extract 20000 UNT/ML Injectable Solution	DRON:00033025	895069
DRON:00060167	Mongolian gerbil skin allergenic extract 50 MG/ML Injectable Solution	DRON:00033026	895073
DRON:00060168	Mongolian gerbil skin allergenic extract 100 MG/ML Injectable Solution	DRON:00033026	895075
DRON:00060169	Mongolian gerbil skin allergenic extract 10000 UNT/ML Injectable Solution	DRON:00033026	895077
DRON:00060170	Mongolian gerbil skin allergenic extract 20000 UNT/ML Injectable Solution	DRON:00033026	895079
DRON:00060171	morphine sulfate 15 MG Rectal Suppository	DRON:00022582	895185
DRON:00060172	house mouse skin extract 50 MG/ML Injectable Solution	DRON:00032722	895187
DRON:00060173	house mouse skin extract 100 UNT/ML Injectable Solution	DRON:00032722	895189
DRON:00060174	house mouse skin extract 10000 UNT/ML Injectable Solution	DRON:00032722	895191
DRON:00060175	house mouse skin extract 20000 UNT/ML Injectable Solution	DRON:00032722	895193
DRON:00060176	morphine sulfate 15 MG/ML Injectable Solution	DRON:00022581	895194
DRON:00060177	European rabbit skin extract 50 MG/ML Injectable Solution	DRON:00033027	895198
DRON:00060178	morphine sulfate 2 MG/ML Oral Suspension	DRON:00033022	895199
DRON:00060179	Morphine Sulfate 2 MG/ML Injectable Solution	DRON:00022581	895200
DRON:00060180	morphine sulfate 20 MG Oral Tablet	DRON:00022583	895201
DRON:00060181	morphine sulfate 20 MG/ML Injectable Solution	DRON:00022581	895202
DRON:00060182	European rabbit skin extract 100 MG/ML Injectable Solution	DRON:00033027	895204
DRON:00060183	morphine sulfate 200 MG Oral Tablet	DRON:00022583	895206
DRON:00060184	morphine sulfate 3 MG/ML Oral Suspension	DRON:00033022	895208
DRON:00060185	morphine sulfate 3 MG/ML Injectable Solution	DRON:00022581	895209
DRON:00060186	morphine sulfate 30 MG/ML Injectable Solution	DRON:00022581	895213
DRON:00060187	morphine sulfate 35 MG Rectal Suppository	DRON:00022582	895215
DRON:00060188	Morphine Sulfate 4 MG/ML Injectable Solution	DRON:00022581	895216
DRON:00060189	morphine sulfate 5 MG Extended Release Oral Tablet	DRON:00022584	895217
DRON:00060190	morphine sulfate 5 MG/ML Oral Suspension	DRON:00033022	895219
DRON:00060191	Morphine Sulfate 5 MG/ML Injectable Solution	DRON:00022581	895220
DRON:00060192	morphine sulfate 50 MG Oral Tablet	DRON:00022583	895221
DRON:00060193	morphine sulfate 50 MG Rectal Suppository	DRON:00022582	895227
DRON:00060194	Morphine Sulfate 50 MG/ML Injectable Solution	DRON:00022581	895229
DRON:00060195	morphine sulfate 6 MG/ML Oral Suspension	DRON:00033022	895233
DRON:00060196	morphine sulfate 6 MG/ML Injectable Solution	DRON:00022581	895237
DRON:00060197	morphine sulfate 6 MG/ML Oral Solution	DRON:00020342	895238
DRON:00060198	morphine sulfate 6.67 MG/ML Oral Suspension	DRON:00033022	895240
DRON:00060199	morphine sulfate 60 MG Oral Tablet	DRON:00022583	895247
DRON:00060200	morphine sulfate 75 MG Rectal Suppository	DRON:00022582	895248
DRON:00060201	Morphine Sulfate 8 MG/ML Injectable Solution	DRON:00022581	895249
DRON:00060202	Sydney golden wattle pollen extract 10000 UNT/ML Injectable Suspension	DRON:00033028	895255
DRON:00060203	betamethasone 0.005 MG/MG Topical Ointment	DRON:00024015	895257
DRON:00060204	carbetapentane citrate 4 MG/ML / guaifenesin 15 MG/ML Oral Solution	DRON:00026899	895264
DRON:00060205	European rabbit skin extract 10000 UNT/ML Injectable Solution	DRON:00033027	895275
DRON:00060206	European rabbit skin extract 20000 UNT/ML Injectable Solution	DRON:00033027	895277
DRON:00060207	rat skin extract 50 MG/ML Injectable Solution	DRON:00033029	895282
DRON:00060208	rat skin extract 100 MG/ML Injectable Solution	DRON:00033029	895284
DRON:00060209	rat skin extract 10000 UNT/ML Injectable Solution	DRON:00033029	895286
DRON:00060210	rat skin extract 20000 UNT/ML Injectable Solution	DRON:00033029	895288
DRON:00060211	domestic cow skin extract 50 MG/ML Injectable Solution	DRON:00032654	895290
DRON:00060212	domestic cow skin extract 10000 UNT/ML Injectable Solution	DRON:00032654	895295
