curie	label	clinical_drug	rxcui
DRON:00085055	atropine sulfate 0.00388 MG/ML / hyoscyamine sulfate 0.0207 MG/ML / phenobarbital 3.24 MG/ML / scopolamine hydrobromide 0.0013 MG/ML Oral Solution [Hyosophen]	DRON:00063776	1046929
DRON:00085056	pamabrom 50 MG Oral Capsule [Diurex Aquagels]	DRON:00057731	1046947
DRON:00085057	pamabrom 50 MG Oral Tablet [Diurex Max]	DRON:00036522	1046952
DRON:00085058	atropine sulfate 0.00388 MG/ML / hyoscyamine sulfate 0.0207 MG/ML / phenobarbital 3.24 MG/ML / scopolamine hydrobromide 0.0013 MG/ML Oral Solution [Spasquid]	DRON:00063776	1046954
DRON:00085059	atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Tablet [Haponal]	DRON:00063780	1046957
DRON:00085060	atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Tablet [Malatal]	DRON:00063780	1046959
DRON:00085061	atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Tablet [Spasmolin]	DRON:00063780	1046961
DRON:00085062	atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Tablet [Spastolate]	DRON:00063780	1046963
DRON:00085063	atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Tablet [Barbidonna]	DRON:00063780	1046965
DRON:00085064	atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Tablet [Bellalphen]	DRON:00063780	1046967
DRON:00085065	atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Tablet [Bellatal]	DRON:00063780	1046969
DRON:00085066	atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Tablet [Chardonna]	DRON:00063780	1046972
DRON:00085067	atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Tablet [Donnaphen]	DRON:00063780	1046977
DRON:00085068	atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Tablet [Donnatal]	DRON:00063780	1046978
DRON:00085069	atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Tablet [Hyosophen]	DRON:00063780	1046980
DRON:00085070	hyoscyamine sulfate 0.125 MG Sublingual Tablet [Symax]	DRON:00063788	1046984
DRON:00085071	hyoscyamine sulfate 0.125 MG Disintegrating Oral Tablet [Symax]	DRON:00063789	1046986
DRON:00085072	12 HR hyoscyamine sulfate 0.375 MG Extended Release Oral Capsule [Cystospaz-M]	DRON:00063667	1046990
DRON:00085073	hyoscyamine sulfate 0.375 MG Extended Release Oral Capsule [Cystospaz-M]	DRON:00063668	1046991
DRON:00085074	atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Tablet [Donnapine]	DRON:00063780	1046993
DRON:00085075	atropine sulfate 0.0582 MG / hyoscyamine sulfate 0.311 MG / phenobarbital 48.6 MG / scopolamine hydrobromide 0.0195 MG Extended Release Oral Tablet [Donnatal]	DRON:00063790	1046999
DRON:00085076	atropine sulfate 0.0582 MG / hyoscyamine sulfate 0.311 MG / phenobarbital 48.6 MG / scopolamine hydrobromide 0.0195 MG Extended Release Oral Tablet [Bellatal]	DRON:00063790	1047001
DRON:00085077	moxidectin 5 MG/ML Topical Solution [Cydectin]	DRON:00063791	1047079
DRON:00085078	moxidectin 1 MG/ML Oral Solution [Cydectin]	DRON:00063792	1047085
DRON:00085079	ivermectin 0.1 MG/ML Otic Suspension [Acarexx]	DRON:00063794	1047098
DRON:00085080	salicylic acid 20 MG/ML Topical Lotion [Olay Total Effects Cleanser Plus Blemish Control]	DRON:00034525	1047125
DRON:00085081	Baclofen 2 MG/ML Injectable Solution [Gablofen]	DRON:00035171	1047435
DRON:00085082	1 ML baclofen 0.05 MG/ML Prefilled Syringe [Gablofen]	DRON:00063797	1047440
DRON:00085083	20 ML baclofen 0.5 MG/ML Injection [Gablofen]	DRON:00044078	1047444
DRON:00085084	flunixin 20 MG/ML / oxytetracycline 300 MG/ML Injectable Solution [Hexasol]	DRON:00063799	1047476
DRON:00085085	ivermectin 0.0187 MG/MG Oral Paste [Bimectin]	DRON:00059526	1047479
DRON:00085086	moxifloxacin 5 MG/ML Ophthalmic Solution [Moxeza]	DRON:00048015	1047508
DRON:00085087	doxapram hydrochloride 20 MG/ML Injectable Solution [Dopram]	DRON:00063793	1047511
DRON:00085088	doxapram hydrochloride 20 MG/ML Injectable Solution [Respiram]	DRON:00063793	1047747
DRON:00085089	atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Tablet [Hypersed]	DRON:00063780	1047757
DRON:00085090	atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Tablet [Spacol Tablet]	DRON:00063780	1047759
DRON:00085091	hydrocortisone 10 MG/ML Topical Lotion [Theracort]	DRON:00034515	1047761
DRON:00085092	12 HR atropine sulfate 0.0582 MG / hyoscyamine sulfate 0.0582 MG / phenobarbital 48.6 MG / scopolamine hydrobromide 0.0195 MG Extended Release Oral Tablet [Donnatal]	DRON:00063806	1047765
DRON:00085093	atropine sulfate 0.0582 MG / hyoscyamine sulfate 0.0582 MG / phenobarbital 48.6 MG / scopolamine hydrobromide 0.0195 MG Extended Release Oral Tablet [Donnatal]	DRON:00063807	1047767
DRON:00085094	pseudoephedrine hydrochloride 6 MG/ML / pyrilamine maleate 4 MG/ML Oral Solution [Viravan-P]	DRON:00063470	1047771
DRON:00085095	12 HR atropine sulfate 0.0582 MG / hyoscyamine sulfate 0.0582 MG / phenobarbital 48.6 MG / scopolamine hydrobromide 0.0195 MG Extended Release Oral Tablet [Hyosophen]	DRON:00063806	1047774
DRON:00085096	atropine sulfate 0.0582 MG / hyoscyamine sulfate 0.0582 MG / phenobarbital 48.6 MG / scopolamine hydrobromide 0.0195 MG Extended Release Oral Tablet [Hyosophen]	DRON:00063807	1047775
DRON:00085097	Dextromethorphan Hydrobromide 3 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML / Pyrilamine Maleate 4 MG/ML Oral Solution [Viravan-PDM 3/6/4]	DRON:00063469	1047779
DRON:00085098	hyoscyamine sulfate 0.12 MG / methenamine 81.6 MG / methylene blue 10.8 MG / phenyl salicylate 36.2 MG / sodium phosphate, monobasic 40.8 MG Oral Tablet [Darcalma]	DRON:00063808	1047789
DRON:00085099	hyoscyamine sulfate 0.12 MG / methenamine 81.6 MG / methylene blue 10.8 MG / phenyl salicylate 36.2 MG / sodium phosphate, monobasic 40.8 MG Oral Tablet [Phosphasal]	DRON:00063808	1047791
DRON:00085100	hyoscyamine sulfate 0.12 MG / methenamine 81.6 MG / methylene blue 10.8 MG / phenyl salicylate 36.2 MG / sodium phosphate, monobasic 40.8 MG Oral Tablet [Urogesic Blue]	DRON:00063808	1047793
DRON:00085101	hyoscyamine sulfate 0.12 MG / methenamine 81.6 MG / methylene blue 10.8 MG / phenyl salicylate 36.2 MG / sodium phosphate, monobasic 40.8 MG Oral Tablet [Utira]	DRON:00063808	1047795
DRON:00085102	hyoscyamine sulfate 0.12 MG / methenamine 81.6 MG / methylene blue 10.8 MG / phenyl salicylate 36.2 MG / sodium phosphate, monobasic 40.8 MG Oral Tablet [Utrona-C]	DRON:00063808	1047797
DRON:00085103	hyoscyamine sulfate 0.125 MG Sublingual Tablet [A-Spas]	DRON:00063788	1047801
DRON:00085104	butabarbital 15 MG / hyoscyamine hydrobromide 0.3 MG / phenazopyridine hydrochloride 150 MG Oral Tablet [Pyrelle]	DRON:00063809	1047809
DRON:00085105	butabarbital 15 MG / hyoscyamine hydrobromide 0.3 MG / phenazopyridine hydrochloride 150 MG Oral Tablet [Urelief]	DRON:00063809	1047813
DRON:00085106	12 HR atropine sulfate 0.0582 MG / hyoscyamine sulfate 0.0582 MG / phenobarbital 48.6 MG / scopolamine hydrobromide 0.0195 MG Extended Release Oral Tablet [Phenobel]	DRON:00063806	1047862
DRON:00085107	atropine sulfate 0.0582 MG / hyoscyamine sulfate 0.0582 MG / phenobarbital 48.6 MG / scopolamine hydrobromide 0.0195 MG Extended Release Oral Tablet [Phenobel]	DRON:00063807	1047863
DRON:00085108	hyoscyamine sulfate 0.025 MG/ML Oral Solution [Hyco Elixir]	DRON:00063811	1047883
DRON:00085109	zinc pyrithione 0.02 MG/MG Medicated Bar Soap [ZNP Bar]	DRON:00043542	1047891
DRON:00085110	Salicylic Acid 0.02 MG/MG Paste [Clean and Clear Advantage]	DRON:00063796	1047901
DRON:00085111	hyoscyamine sulfate 0.025 MG/ML Oral Solution [Levsin]	DRON:00063811	1047903
DRON:00085112	hyoscyamine sulfate 0.125 MG Oral Tablet [Levsin]	DRON:00063813	1047907
DRON:00085113	hyoscyamine sulfate 0.125 MG Sublingual Tablet [Levsin]	DRON:00063788	1047908
DRON:00085114	1 ML hyoscyamine sulfate 0.5 MG/ML Injection [Levsin]	DRON:00063814	1047918
DRON:00085115	hyoscyamine sulfate 0.025 MG/ML Oral Solution [Liqui-Sooth]	DRON:00063811	1047920
DRON:00085116	hyoscyamine sulfate 0.125 MG/ML Oral Solution [Liqui-Sooth]	DRON:00063812	1047922
DRON:00085117	hyoscyamine sulfate 0.025 MG/ML Oral Solution [Spacol]	DRON:00063811	1047926
DRON:00085118	hyoscyamine sulfate 0.025 MG/ML Oral Solution [Spasdel]	DRON:00063811	1047931
DRON:00085119	hyoscyamine sulfate 0.125 MG Oral Tablet [Spasdel]	DRON:00063813	1047935
DRON:00085120	hyoscyamine sulfate 0.125 MG/ML Oral Solution [Spasdel]	DRON:00063812	1047941
DRON:00085121	atropine sulfate 0.06 MG / benzoic acid 9 MG / hyoscyamine sulfate 0.06 MG / methenamine 81.6 MG / methylene blue 10.8 MG / phenyl salicylate 36.2 MG Oral Tablet [Prosed]	DRON:00063810	1047945
DRON:00085122	hyoscyamine sulfate 0.12 MG / methenamine 81.6 MG / methylene blue 10.8 MG / phenyl salicylate 36.2 MG / sodium phosphate, monobasic 40.8 MG Oral Tablet [MSP-Blu]	DRON:00063808	1048043
DRON:00085123	hyoscyamine sulfate 0.12 MG / methenamine 81.6 MG / methylene blue 10.8 MG / phenyl salicylate 36.2 MG / sodium phosphate, monobasic 40.8 MG Delayed Release Oral Tablet [Utira]	DRON:00063817	1048047
DRON:00085124	hyoscyamine sulfate 0.125 MG Oral Tablet [HyoMax]	DRON:00063813	1048051
DRON:00085125	hyoscyamine sulfate 0.125 MG Sublingual Tablet [HyoMax]	DRON:00063788	1048052
DRON:00085126	hyoscyamine sulfate 0.375 MG Extended Release Oral Tablet [HyoMax]	DRON:00063774	1048054
DRON:00085127	hyoscyamine sulfate 0.125 MG Disintegrating Oral Tablet [Anaspaz]	DRON:00063789	1048056
DRON:00085128	hyoscyamine sulfate 0.125 MG Disintegrating Oral Tablet [Ed Spaz]	DRON:00063789	1048058
DRON:00085129	hyoscyamine sulfate 0.125 MG Oral Tablet [Ed Spaz]	DRON:00063813	1048059
DRON:00085130	hyoscyamine sulfate 0.125 MG Disintegrating Oral Tablet [Neosol]	DRON:00063789	1048061
DRON:00085131	hyoscyamine sulfate 0.125 MG Oral Tablet [Donnamar]	DRON:00063813	1048063
DRON:00085132	hyoscyamine sulfate 0.125 MG Oral Tablet [Medispaz]	DRON:00063813	1048065
DRON:00085133	benzocaine 0.075 MG/MG Oral Gel [Orajel]	DRON:00036078	1048069
DRON:00085134	zinc pyrithione 20 MG/ML Medicated Liquid Soap [Born To Be Mild]	DRON:00063828	1048130
DRON:00085135	dyclonine hydrochloride 2 MG Oral Lozenge [Sucrets]	DRON:00063832	1048134
DRON:00085136	dyclonine hydrochloride 1.2 MG Oral Lozenge [Sucrets]	DRON:00063833	1048138
DRON:00085137	dyclonine hydrochloride 3 MG Oral Lozenge [Sucrets]	DRON:00063834	1048141
DRON:00085138	carbamide peroxide 100 MG/ML Mucous Membrane Topical Solution [Gly-Oxide]	DRON:00054356	1048144
DRON:00085139	12 HR hyoscyamine sulfate 0.375 MG Extended Release Oral Tablet [Spacol]	DRON:00063773	1048151
DRON:00085140	hyoscyamine sulfate 0.375 MG Extended Release Oral Tablet [Spacol]	DRON:00063774	1048152
DRON:00085141	camphor 0.04 MG/MG Topical Ointment [Pain Z Away]	DRON:00063844	1048267
DRON:00085142	flunixin 50 MG/ML Injectable Solution [Suppressor]	DRON:00053663	1048271
DRON:00085143	flunixin 50 MG/ML Injectable Solution [FluMeglumine]	DRON:00053663	1048275
DRON:00085144	Atropine Sulfate 0.04 MG / Chlorpheniramine Maleate 8 MG / Hyoscyamine Sulfate 0.19 MG / Pseudoephedrine Hydrochloride 90 MG / Scopolamine Hydrobromide 0.01 MG Oral Tablet [Trahist]	DRON:00063845	1048278
DRON:00085145	dyclonine hydrochloride 5 MG/ML Mucous Membrane Topical Solution [Dyclone]	DRON:00063846	1048284
DRON:00085146	dyclonine hydrochloride 10 MG/ML Mucous Membrane Topical Solution [Dyclone]	DRON:00063847	1048288
DRON:00085147	atropine sulfate 0.0582 MG / hyoscyamine sulfate 0.311 MG / phenobarbital 48.6 MG / scopolamine hydrobromide 0.0195 MG Extended Release Oral Tablet [Alkabel]	DRON:00063790	1048290
DRON:00085148	dyclonine hydrochloride 1 MG/ML Mucosal Spray [Cepacol Spray]	DRON:00063848	1048302
DRON:00085149	atropine sulfate 0.06 MG / benzoic acid 9 MG / hyoscyamine sulfate 0.06 MG / methenamine 81.6 MG / methylene blue 10.8 MG / phenyl salicylate 36.2 MG Oral Tablet [Uritact]	DRON:00063810	1048306
DRON:00085150	hyoscyamine sulfate 0.12 MG / methenamine 120 MG / methylene blue 10 MG / phenyl salicylate 36 MG / sodium phosphate, monobasic 40.8 MG Oral Capsule [UTA Capsule]	DRON:00063849	1048309
DRON:00085151	menthol 0.06 MG/MG Topical Gel [Stopain]	DRON:00049567	1048312
DRON:00085152	hyoscyamine sulfate 0.12 MG / methenamine 120 MG / methylene blue 10 MG / phenyl salicylate 36 MG / sodium phosphate, monobasic 40.8 MG Oral Capsule [UTICAP]	DRON:00063849	1048316
DRON:00085153	hyoscyamine sulfate 0.12 MG / methenamine 81 MG / methylene blue 10.8 MG / phenyl salicylate 32.4 MG / sodium phosphate, monobasic 40.8 MG Oral Tablet [Darpaz]	DRON:00063853	1048338
DRON:00085154	hyoscyamine sulfate 0.12 MG / methenamine 81 MG / methylene blue 10.8 MG / phenyl salicylate 32.4 MG / sodium phosphate, monobasic 40.8 MG Oral Tablet [Urelle]	DRON:00063853	1048340
DRON:00085155	hyoscyamine sulfate 0.12 MG / methenamine 81.6 MG / methylene blue 10.8 MG / phenyl salicylate 36.2 MG / sodium phosphate, monobasic 40.8 MG Delayed Release Oral Tablet [Urimax]	DRON:00063817	1048371
DRON:00085156	Hyoscyamine Sulfate 0.12 MG / Methenamine 81.6 MG / Methylene blue 10.8 MG / phenyl salicylate 36.2 MG / Sodium Phosphate, Monobasic 40.8 MG Oral Tablet [Uro Blue]	DRON:00063808	1048376
DRON:00085157	hyoscyamine sulfate 0.125 MG / phenobarbital 15 MG Oral Tablet [Levsin with Phenobarbital]	DRON:00063856	1048381
DRON:00085158	hyoscyamine sulfate 0.125 MG Sublingual Tablet [Hyosol]	DRON:00063788	1048386
DRON:00085159	hyoscyamine sulfate 0.125 MG/ML / phenobarbital 15 MG/ML Oral Solution [Levsin with Phenobarbital]	DRON:00063857	1048390
DRON:00085160	hyoscyamine sulfate 0.125 MG/ML Oral Solution [Colidrops Pediatric]	DRON:00063812	1048393
DRON:00085161	colestipol hydrochloride 1000 MG Oral Tablet [Colestid]	DRON:00063867	1048447
DRON:00085162	colestipol hydrochloride 5000 MG Granules for Oral Suspension [Colestid]	DRON:00063868	1048452
DRON:00085163	acetaminophen 300 MG / phenyltoloxamine citrate 20 MG / salicylamide 200 MG Oral Tablet [Cetazone]	DRON:00063352	1048499
DRON:00085164	hyoscyamine sulfate 0.125 MG/ML Oral Spray [IB-Stat]	DRON:00063862	1048871
DRON:00085165	hyoscyamine sulfate 0.15 MG / methenamine mandelate 500 MG Oral Tablet [Urisedamine]	DRON:00063863	1048873
DRON:00085166	hyoscyamine sulfate 0.15 MG Oral Tablet [Cystospaz]	DRON:00063864	1048955
DRON:00085167	hyoscyamine sulfate 0.15 MG Oral Tablet [Hyospaz]	DRON:00063864	1048957
DRON:00085168	hyoscyamine sulfate 0.25 MG Disintegrating Oral Tablet [Dispas]	DRON:00063865	1048959
DRON:00085169	12 HR hyoscyamine sulfate 0.375 MG Extended Release Oral Capsule [Levsinex]	DRON:00063667	1048961
DRON:00085170	hyoscyamine sulfate 0.375 MG Extended Release Oral Capsule [Levsinex]	DRON:00063668	1048962
DRON:00085171	acetaminophen 100 MG/ML Oral Suspension [Mapap]	DRON:00038649	1048963
DRON:00085172	butabarbital 15 MG / hyoscyamine hydrobromide 0.3 MG / phenazopyridine hydrochloride 150 MG Oral Tablet [Pyridium Plus]	DRON:00063809	1048965
DRON:00085173	Benzoyl Peroxide 50 MG/ML Topical Cream [Oxy 10]	DRON:00044140	1048971
DRON:00085174	Hydrogen Peroxide 5 MG/ML Topical Solution [OxyBlend]	DRON:00062643	1048977
DRON:00085175	hydroquinone 20 MG/ML Topical Lotion [Proactiv Skin Lightening]	DRON:00038961	1048981
DRON:00085176	iodine 10 MG/ML Topical Solution [Udderdine]	DRON:00061146	1048991
DRON:00085177	Salicylic Acid 5 MG/ML Topical Cream [Oxy Hydrating Therapy]	DRON:00040664	1049104
DRON:00085178	benzalkonium chloride 0.01 MG/MG Topical Powder [Pedi-Pro]	DRON:00063505	1049114
DRON:00085179	Benzalkonium Chloride 1.3 MG/ML / Pramoxine hydrochloride 10 MG/ML Topical Spray [Neosporin Neo To Go]	DRON:00063896	1049127
DRON:00085180	pseudoephedrine hydrochloride 3 MG/ML Oral Solution [Sudogest]	DRON:00063898	1049145
DRON:00085181	Sodium Fluoride 0.0024 MG/MG Toothpaste [SparkleFresh Anticavity]	DRON:00049724	1049149
DRON:00085182	12 HR pseudoephedrine hydrochloride 120 MG Extended Release Oral Tablet [Sudogest]	DRON:00063899	1049156
DRON:00085183	pseudoephedrine hydrochloride 120 MG Extended Release Oral Tablet [Sudogest]	DRON:00063900	1049158
DRON:00085184	pseudoephedrine hydrochloride 30 MG Oral Tablet [Sudogest]	DRON:00063901	1049162
DRON:00085185	pseudoephedrine hydrochloride 6 MG/ML Oral Solution [Sudogest]	DRON:00063902	1049165
DRON:00085186	pseudoephedrine hydrochloride 60 MG Oral Tablet [Sudogest]	DRON:00063903	1049169
DRON:00085187	benzethonium chloride 0.0015 MG/MG / diphenhydramine hydrochloride 0.02 MG/MG / zinc acetate 0.00215 MG/MG Topical Gel [Calagel]	DRON:00063884	1049176
DRON:00085188	benzethonium chloride 12.5 MG/ML Topical Foam [WhiskCare 357]	DRON:00063890	1049178
DRON:00085189	Acetaminophen 325 MG / Pseudoephedrine Hydrochloride 30 MG Oral Tablet [Sudogest Sinus Maximum Strength]	DRON:00063904	1049181
DRON:00085190	phenylephrine hydrochloride 10 MG Oral Tablet [Sudogest PE]	DRON:00063905	1049184
DRON:00085191	acetaminophen 300 MG / oxycodone hydrochloride 10 MG Oral Tablet [Lynox]	DRON:00063252	1049191
DRON:00085192	acetaminophen 300 MG / oxycodone hydrochloride 2.5 MG Oral Tablet [Perloxx]	DRON:00063351	1049197
DRON:00085193	acetaminophen 300 MG / oxycodone hydrochloride 5 MG Oral Tablet [Perloxx]	DRON:00063253	1049206
DRON:00085194	Benzalkonium Chloride 0.0002 MG/MG / Benzocaine 0.2 MG/MG / zinc chloride 0.001 MG/MG Oral Gel [Orajel Mouth Sore Medicine]	DRON:00063495	1049207
DRON:00085195	acetaminophen 300 MG / oxycodone hydrochloride 7.5 MG Oral Tablet [Perloxx]	DRON:00063255	1049211
DRON:00085196	benzocaine 0.18 MG/MG Oral Gel [Topicale]	DRON:00063496	1049213
DRON:00085197	acetaminophen 325 MG / oxycodone hydrochloride 10 MG Oral Tablet [Endocet]	DRON:00063906	1049216
DRON:00085198	acetaminophen 300 MG / oxycodone hydrochloride 2.5 MG Oral Tablet [Lynox]	DRON:00063351	1049218
DRON:00085199	acetaminophen 325 MG / oxycodone hydrochloride 5 MG Oral Tablet [Endocet]	DRON:00063907	1049223
DRON:00085200	benzocaine 0.18 MG/MG Oral Ointment [Topicale]	DRON:00063497	1049224
DRON:00085201	acetaminophen 325 MG / oxycodone hydrochloride 7.5 MG Oral Tablet [Endocet]	DRON:00063908	1049227
DRON:00085202	benzalkonium chloride 0.001 MG/MG Topical Gel [Sentry HC HOTspot]	DRON:00063909	1049230
DRON:00085203	acetaminophen 300 MG / oxycodone hydrochloride 5 MG Oral Tablet [Lynox]	DRON:00063253	1049232
DRON:00085204	acetaminophen 500 MG / oxycodone hydrochloride 7.5 MG Oral Tablet [Endocet]	DRON:00063910	1049235
DRON:00085205	acetaminophen 300 MG / oxycodone hydrochloride 7.5 MG Oral Tablet [Lynox]	DRON:00063255	1049241
DRON:00085206	benzalkonium chloride 0.2 MG/ML Topical Solution [Benza]	DRON:00063911	1049245
DRON:00085207	Benzalkonium Chloride 1 MG/ML / Benzocaine 180 MG/ML Topical Solution [Topicale]	DRON:00063912	1049248
DRON:00085208	benzalkonium chloride 1 MG/ML Topical Solution [Pronto Plus Lice Egg Remover]	DRON:00063374	1049250
DRON:00085209	acetaminophen 400 MG / oxycodone hydrochloride 10 MG Oral Tablet [Magnacet]	DRON:00063913	1049253
DRON:00085210	benzalkonium chloride 1.3 MG/ML Topical Solution [Benza]	DRON:00063914	1049256
DRON:00085211	acetaminophen 400 MG / oxycodone hydrochloride 2.5 MG Oral Tablet [Magnacet]	DRON:00063915	1049259
DRON:00085212	acetaminophen 400 MG / oxycodone hydrochloride 5 MG Oral Tablet [Magnacet]	DRON:00063916	1049262
DRON:00085213	benzalkonium chloride 1.3 MG/ML Topical Spray [Zephiran]	DRON:00063396	1049266
DRON:00085214	acetaminophen 400 MG / oxycodone hydrochloride 7.5 MG Oral Tablet [Magnacet]	DRON:00063917	1049269
DRON:00085215	acetaminophen 650 MG / oxycodone hydrochloride 10 MG Oral Tablet [Endocet]	DRON:00063918	1049272
DRON:00085216	benzalkonium chloride 1.3 MG/ML Topical Solution [Zephiran]	DRON:00063914	1049276
DRON:00085217	benzalkonium chloride 170 MG/ML Topical Solution [Zephiran]	DRON:00063919	1049280
DRON:00085218	Benzalkonium Chloride 1.2 MG/ML Topical Foam [Remedy 4-in-1]	DRON:00063719	1049284
DRON:00085219	Benzalkonium Chloride 1.2 MG/ML Topical Lotion [Remedy 4-in-1]	DRON:00063920	1049287
DRON:00085220	1 ML diphenhydramine hydrochloride 50 MG/ML Prefilled Syringe [Benadryl]	DRON:00063921	1049291
DRON:00085221	benzalkonium chloride 1.3 MG/ML Topical Solution [Hy5]	DRON:00063914	1049293
DRON:00085222	bismuth subsalicylate 17.5 MG/ML Oral Suspension [Bismusal]	DRON:00044181	1049299
DRON:00085223	dexamethasone 2 MG/ML Injectable Solution [Dexium]	DRON:00053152	1049386
DRON:00085224	POLYETHYLENE GLYCOL 3350 142 MG/ML Oral Solution [Dulcolax Balance]	DRON:00059686	1049419
DRON:00085225	polyethylene glycol 3350 17000 MG Powder for Oral Solution [GentleLax]	DRON:00059686	1049423
DRON:00085226	salicylic acid 20 MG/ML Topical Lotion [Clearasil Acne Control]	DRON:00034525	1049425
